State,Year,Month,avgtemp(F)
Kansas,2004,3,49.2
Kansas,2004,4,54.9
Kansas,2004,5,66.9
Kansas,2004,6,71.2
Kansas,2004,7,75.3
Kansas,2004,8,72.7
Kansas,2004,9,70.8
Kansas,2004,10,57.8
Kansas,2004,11,44.2
Kansas,2004,12,35.7
Kansas,2005,1,29.9
Kansas,2005,2,39.2
Kansas,2005,3,44.7
Kansas,2005,4,55
Kansas,2005,5,64.1
Kansas,2005,6,74.7
Kansas,2005,7,78.7
Kansas,2005,8,77.3
Kansas,2005,9,72.2
Kansas,2005,10,57.7
Kansas,2005,11,46.4
Kansas,2005,12,30.8
Kansas,2006,1,41.3
Kansas,2006,2,34.5
Kansas,2006,3,45.6
Kansas,2006,4,59.6
Kansas,2006,5,65.8
Kansas,2006,6,75.8
Kansas,2006,7,81.1
Kansas,2006,8,78.8
Kansas,2006,9,64.5
Kansas,2006,10,55.1
Kansas,2006,11,44.6
Kansas,2006,12,35.9
Kansas,2007,1,27
Kansas,2007,2,30
Kansas,2007,3,52.3
Kansas,2007,4,50.9
Kansas,2007,5,65.9
Kansas,2007,6,72.3
Kansas,2007,7,78
Kansas,2007,8,81.5
Kansas,2007,9,70.5
Kansas,2007,10,59.1
Kansas,2007,11,44.1
Kansas,2007,12,29.3
Kansas,2008,1,30
Kansas,2008,2,32.3
Kansas,2008,3,43.3
Kansas,2008,4,50.5
Kansas,2008,5,63
Kansas,2008,6,73.8
Kansas,2008,7,78.6
Kansas,2008,8,75.3
Kansas,2008,9,66.4
Kansas,2008,10,55.4
Kansas,2008,11,44.6
Kansas,2008,12,29.9
Kansas,2009,1,31.4
Kansas,2009,2,39.7
Kansas,2009,3,44.4
Kansas,2009,4,52.1
Kansas,2009,5,63
Kansas,2009,6,74.4
Kansas,2009,7,75.6
Kansas,2009,8,74.4
Kansas,2009,9,65.3
Kansas,2009,10,48.8
Kansas,2009,11,47.6
Kansas,2009,12,26.5
Kansas,2010,1,27.2
Kansas,2010,2,29.9
Kansas,2010,3,44.2
Kansas,2010,4,57.8
Kansas,2010,5,62.1
Kansas,2010,6,77
Kansas,2010,7,79.6
Kansas,2010,8,79.7
Kansas,2010,9,70.8
Kansas,2010,10,59.1
Kansas,2010,11,43.6
Kansas,2010,12,32.3
Kansas,2011,1,27.3
Kansas,2011,2,30.2
Kansas,2011,3,44.1
Kansas,2011,4,55.2
Kansas,2011,5,62.6
Kansas,2011,6,76.8
Kansas,2011,7,84.9
Kansas,2011,8,80.9
Kansas,2011,9,66.2
Kansas,2011,10,57.5
Kansas,2011,11,43.7
Kansas,2011,12,33.1
Kansas,2012,1,36.1
Kansas,2012,2,37.1
Kansas,2012,3,55.5
Kansas,2012,4,59.3
Kansas,2012,5,69
Kansas,2012,6,77.5
Kansas,2012,7,84.4
Kansas,2012,8,76.5
Kansas,2012,9,68.2
Kansas,2012,10,54
Kansas,2012,11,46.5
Kansas,2012,12,34.6
Kansas,2013,1,32.3
Kansas,2013,2,33.6
Kansas,2013,3,40.3
Kansas,2013,4,48.5
Kansas,2013,5,63.3
Kansas,2013,6,75.2
Kansas,2013,7,77.2
Kansas,2013,8,76.5
Kansas,2013,9,72.1
Kansas,2013,10,55.2
Kansas,2013,11,41.3
Kansas,2013,12,29.2
Kansas,2014,1,29.6
Kansas,2014,2,27.8
Kansas,2014,3,40.6
Kansas,2014,4,54
Kansas,2014,5,64.7
Kansas,2014,6,73.6
Kansas,2014,7,75.5
Kansas,2014,8,78.3
Kansas,2014,9,68.3
Kansas,2014,10,58.9
Kansas,2014,11,38.5
Kansas,2014,12,34.7
Kansas,2015,1,32.1
Kansas,2015,2,31.2
Kansas,2015,3,46.8
Kansas,2015,4,56.4
Kansas,2015,5,61.7
Kansas,2015,6,75.8
Kansas,2015,7,78.9
Kansas,2015,8,75.2
Kansas,2015,9,74.2
Kansas,2015,10,59.3
Kansas,2015,11,46.5
Kansas,2015,12,37.6
Kentucky,2000,1,33.8
Kentucky,2000,2,43.1
Kentucky,2000,3,50.1
Kentucky,2000,4,53.9
Kentucky,2000,5,67
Kentucky,2000,6,73.1
Kentucky,2000,7,74.5
Kentucky,2000,8,74.8
Kentucky,2000,9,67.2
Kentucky,2000,10,59.6
Kentucky,2000,11,44.2
Kentucky,2000,12,26.7
Kentucky,2001,1,31.8
Kentucky,2001,2,41.3
Kentucky,2001,3,41.4
Kentucky,2001,4,59.9
Kentucky,2001,5,66.2
Kentucky,2001,6,71
Kentucky,2001,7,75.7
Kentucky,2001,8,76.4
Kentucky,2001,9,66.3
Kentucky,2001,10,56.1
Kentucky,2001,11,51.2
Kentucky,2001,12,41.8
Kentucky,2002,1,37.9
Kentucky,2002,2,38.8
Kentucky,2002,3,45.6
Kentucky,2002,4,58.6
Kentucky,2002,5,62.1
Kentucky,2002,6,74.3
Kentucky,2002,7,78.3
Kentucky,2002,8,77.2
Kentucky,2002,9,71.7
Kentucky,2002,10,57.5
Kentucky,2002,11,43.7
Kentucky,2002,12,36.5
Kentucky,2003,1,28.4
Kentucky,2003,2,33.6
Kentucky,2003,3,48.8
Kentucky,2003,4,57.7
Kentucky,2003,5,64.2
Kentucky,2003,6,68.7
Kentucky,2003,7,75.2
Kentucky,2003,8,75.9
Kentucky,2003,9,66.2
Kentucky,2003,10,56.7
Kentucky,2003,11,50.5
Kentucky,2003,12,37
Kentucky,2004,1,32.5
Kentucky,2004,2,36.9
Kentucky,2004,3,49.3
Kentucky,2004,4,55.8
Kentucky,2004,5,69.2
Kentucky,2004,6,72.1
Kentucky,2004,7,74.3
Kentucky,2004,8,71.2
Kentucky,2004,9,68.7
Kentucky,2004,10,60
Kentucky,2004,11,50.5
Kentucky,2004,12,36.4
Kentucky,2005,1,39
Kentucky,2005,2,40.9
Kentucky,2005,3,42.6
Kentucky,2005,4,57
Kentucky,2005,5,61.7
Kentucky,2005,6,73.9
Kentucky,2005,7,77.4
Kentucky,2005,8,78
Kentucky,2005,9,71.5
Kentucky,2005,10,57.9
Kentucky,2005,11,48.3
Kentucky,2005,12,33.3
Kentucky,2006,1,43.1
Kentucky,2006,2,36.2
Kentucky,2006,3,46.1
Kentucky,2006,4,60.3
Kentucky,2006,5,62.6
Kentucky,2006,6,71.4
Kentucky,2006,7,76.7
Kentucky,2006,8,77.4
Kentucky,2006,9,64.8
Kentucky,2006,10,54.3
Kentucky,2006,11,47.3
Kentucky,2006,12,41.6
Kentucky,2007,1,38
Kentucky,2007,2,29.8
Kentucky,2007,3,53.3
Kentucky,2007,4,53.5
Kentucky,2007,5,67.8
Kentucky,2007,6,73.7
Kentucky,2007,7,74.6
Kentucky,2007,8,80.9
Kentucky,2007,9,71.9
Kentucky,2007,10,62.4
Kentucky,2007,11,46
Kentucky,2007,12,40.7
Kentucky,2008,1,33.3
Kentucky,2008,2,37.5
Kentucky,2008,3,45.2
Kentucky,2008,4,55.5
Kentucky,2008,5,61.8
Kentucky,2008,6,74.3
Kentucky,2008,7,75.2
Kentucky,2008,8,73.9
Kentucky,2008,9,71
Kentucky,2008,10,56.7
Kentucky,2008,11,43.3
Kentucky,2008,12,36.7
Kentucky,2009,1,30.2
Kentucky,2009,2,38.9
Kentucky,2009,3,48.1
Kentucky,2009,4,55.8
Kentucky,2009,5,64.8
Kentucky,2009,6,73.9
Kentucky,2009,7,71.8
Kentucky,2009,8,73.6
Kentucky,2009,9,69
Kentucky,2009,10,53.8
Kentucky,2009,11,49.2
Kentucky,2009,12,35.6
Kentucky,2010,1,29.8
Kentucky,2010,2,30.6
Kentucky,2010,3,46.5
Kentucky,2010,4,59.9
Kentucky,2010,5,67.3
Kentucky,2010,6,77.1
Kentucky,2010,7,78.4
Kentucky,2010,8,78.3
Kentucky,2010,9,70
Kentucky,2010,10,58.2
Kentucky,2010,11,47.1
Kentucky,2010,12,29
Kentucky,2011,1,30.2
Kentucky,2011,2,39.1
Kentucky,2011,3,47.9
Kentucky,2011,4,58.8
Kentucky,2011,5,64.2
Kentucky,2011,6,74.2
Kentucky,2011,7,79.5
Kentucky,2011,8,75.8
Kentucky,2011,9,66.9
Kentucky,2011,10,55.6
Kentucky,2011,11,49.9
Kentucky,2011,12,41.1
Kentucky,2012,1,38.7
Kentucky,2012,2,41.2
Kentucky,2012,3,58.1
Kentucky,2012,4,57.3
Kentucky,2012,5,69.4
Kentucky,2012,6,72.5
Kentucky,2012,7,80.5
Kentucky,2012,8,74.6
Kentucky,2012,9,67.3
Kentucky,2012,10,55.2
Kentucky,2012,11,43.2
Kentucky,2012,12,43
Kentucky,2013,1,36.7
Kentucky,2013,2,36.8
Kentucky,2013,3,39.4
Kentucky,2013,4,55.2
Kentucky,2013,5,64.9
Kentucky,2013,6,72.9
Kentucky,2013,7,74
Kentucky,2013,8,73.7
Kentucky,2013,9,69.1
Kentucky,2013,10,57.6
Kentucky,2013,11,42.8
Kentucky,2013,12,37.4
Kentucky,2014,1,26.8
Kentucky,2014,2,33.2
Kentucky,2014,3,41.5
Kentucky,2014,4,57.5
Kentucky,2014,5,66.1
Kentucky,2014,6,74.1
Kentucky,2014,7,72.6
Kentucky,2014,8,75.1
Kentucky,2014,9,68.2
Kentucky,2014,10,57.7
Kentucky,2014,11,39.8
Kentucky,2014,12,39.7
Kentucky,2015,1,32.3
Kentucky,2015,2,26.3
Kentucky,2015,3,44.5
Kentucky,2015,4,57.4
Kentucky,2015,5,67.3
Kentucky,2015,6,74.2
Kentucky,2015,7,76.5
Kentucky,2015,8,72.8
Kentucky,2015,9,70.2
Kentucky,2015,10,57.8
Kentucky,2015,11,50.9
Kentucky,2015,12,48.7
Louisiana,2000,1,52.6
Louisiana,2000,2,57.7
Louisiana,2000,3,63.6
Louisiana,2000,4,64.9
Louisiana,2000,5,76.6
Louisiana,2000,6,79.8
Louisiana,2000,7,83.2
Louisiana,2000,8,84.3
Louisiana,2000,9,77.7
Louisiana,2000,10,67.5
Louisiana,2000,11,55.3
Louisiana,2000,12,43.7
Louisiana,2001,1,45.6
Louisiana,2001,2,56.6
Louisiana,2001,3,55.3
Louisiana,2001,4,69.9
Louisiana,2001,5,74.3
Louisiana,2001,6,78.3
Louisiana,2001,7,82.4
Louisiana,2001,8,81.5
Louisiana,2001,9,75.4
Louisiana,2001,10,64.4
Louisiana,2001,11,61.9
Louisiana,2001,12,54.4
Louisiana,2002,1,51.4
Louisiana,2002,2,49.3
Louisiana,2002,3,58.1
Louisiana,2002,4,69.6
Louisiana,2002,5,73.9
Louisiana,2002,6,79
Louisiana,2002,7,82.3
Louisiana,2002,8,81.6
Louisiana,2002,9,78.6
Louisiana,2002,10,69.4
Louisiana,2002,11,55.7
Louisiana,2002,12,50.8
Louisiana,2003,1,45.6
Louisiana,2003,2,50.7
Louisiana,2003,3,58.6
Louisiana,2003,4,66.7
Louisiana,2003,5,76.4
Louisiana,2003,6,79.6
Louisiana,2003,7,81.3
Louisiana,2003,8,82.5
Louisiana,2003,9,76
Louisiana,2003,10,67.8
Louisiana,2003,11,61.9
Louisiana,2003,12,49.4
Louisiana,2004,1,50.2
Louisiana,2004,2,49.1
Louisiana,2004,3,63.2
Louisiana,2004,4,65.9
Louisiana,2004,5,73.9
Louisiana,2004,6,79.2
Louisiana,2004,7,81.4
Louisiana,2004,8,79.6
Louisiana,2004,9,77.8
Louisiana,2004,10,73.9
Louisiana,2004,11,61.8
Louisiana,2004,12,49.7
Louisiana,2005,1,54
Louisiana,2005,2,55.3
Louisiana,2005,3,57.8
Louisiana,2005,4,65.6
Louisiana,2005,5,72.6
Louisiana,2005,6,80.2
Louisiana,2005,7,82.5
Louisiana,2005,8,83.5
Louisiana,2005,9,81.3
Louisiana,2005,10,67.2
Louisiana,2005,11,61.1
Louisiana,2005,12,49.2
Louisiana,2006,1,55.4
Louisiana,2006,2,50.9
Louisiana,2006,3,61.8
Louisiana,2006,4,71
Louisiana,2006,5,74.2
Louisiana,2006,6,80.1
Louisiana,2006,7,82.2
Louisiana,2006,8,83.7
Louisiana,2006,9,75.9
Louisiana,2006,10,68
Louisiana,2006,11,58
Louisiana,2006,12,52.1
Louisiana,2007,1,49.6
Louisiana,2007,2,50.6
Louisiana,2007,3,63.4
Louisiana,2007,4,63.9
Louisiana,2007,5,73.9
Louisiana,2007,6,80.1
Louisiana,2007,7,80.2
Louisiana,2007,8,84.1
Louisiana,2007,9,78.6
Louisiana,2007,10,69.1
Louisiana,2007,11,59.7
Louisiana,2007,12,55.5
Louisiana,2008,1,48.4
Louisiana,2008,2,55.2
Louisiana,2008,3,60
Louisiana,2008,4,66.5
Louisiana,2008,5,73.9
Louisiana,2008,6,81.2
Louisiana,2008,7,82.9
Louisiana,2008,8,81.1
Louisiana,2008,9,75.4
Louisiana,2008,10,65.9
Louisiana,2008,11,56.8
Louisiana,2008,12,52.5
Louisiana,2009,1,50.5
Louisiana,2009,2,55.6
Louisiana,2009,3,60.4
Louisiana,2009,4,65.5
Louisiana,2009,5,74.3
Louisiana,2009,6,81.6
Louisiana,2009,7,82.6
Louisiana,2009,8,81.2
Louisiana,2009,9,77.4
Louisiana,2009,10,66.7
Louisiana,2009,11,58.3
Louisiana,2009,12,48.1
Louisiana,2010,1,45.6
Louisiana,2010,2,44.8
Louisiana,2010,3,55.1
Louisiana,2010,4,67.6
Louisiana,2010,5,77.3
Louisiana,2010,6,83.5
Louisiana,2010,7,83.4
Louisiana,2010,8,85
Louisiana,2010,9,79.8
Louisiana,2010,10,68.3
Louisiana,2010,11,59
Louisiana,2010,12,48.1
Louisiana,2011,1,46.9
Louisiana,2011,2,52.5
Louisiana,2011,3,62
Louisiana,2011,4,70.5
Louisiana,2011,5,73.7
Louisiana,2011,6,83.8
Louisiana,2011,7,84.1
Louisiana,2011,8,86.7
Louisiana,2011,9,76.1
Louisiana,2011,10,65.5
Louisiana,2011,11,59.7
Louisiana,2011,12,51.3
Louisiana,2012,1,55.2
Louisiana,2012,2,56.1
Louisiana,2012,3,67.4
Louisiana,2012,4,69.4
Louisiana,2012,5,76.3
Louisiana,2012,6,80.7
Louisiana,2012,7,82.3
Louisiana,2012,8,82
Louisiana,2012,9,77.4
Louisiana,2012,10,65.8
Louisiana,2012,11,57
Louisiana,2012,12,55
Louisiana,2013,1,52.5
Louisiana,2013,2,54.3
Louisiana,2013,3,55.3
Louisiana,2013,4,64.6
Louisiana,2013,5,71.7
Louisiana,2013,6,80.9
Louisiana,2013,7,80.7
Louisiana,2013,8,82
Louisiana,2013,9,79.9
Louisiana,2013,10,68.6
Louisiana,2013,11,55
Louisiana,2013,12,49.6
Louisiana,2014,1,43.4
Louisiana,2014,2,50.2
Louisiana,2014,3,55
Louisiana,2014,4,65.5
Louisiana,2014,5,71.9
Louisiana,2014,6,79.8
Louisiana,2014,7,80
Louisiana,2014,8,81.3
Louisiana,2014,9,78.1
Louisiana,2014,10,69
Louisiana,2014,11,53.1
Louisiana,2014,12,53.7
Louisiana,2015,1,47.2
Louisiana,2015,2,47.5
Louisiana,2015,3,60.5
Louisiana,2015,4,69.9
Louisiana,2015,5,74.8
Louisiana,2015,6,80.5
Louisiana,2015,7,84.2
Louisiana,2015,8,82.6
Louisiana,2015,9,78.5
Louisiana,2015,10,69.7
Louisiana,2015,11,62.7
Louisiana,2015,12,59.1
Maine,2000,1,14.1
Maine,2000,2,18.2
Maine,2000,3,32.6
Maine,2000,4,39.1
Maine,2000,5,49.5
Maine,2000,6,59.5
Maine,2000,7,63
Maine,2000,8,63.1
Maine,2000,9,54.5
Maine,2000,10,44.6
Maine,2000,11,35.6
Maine,2000,12,17.5
Maine,2001,1,14
Maine,2001,2,16
Maine,2001,3,24.2
Maine,2001,4,38.1
Maine,2001,5,54.4
Maine,2001,6,63.1
Maine,2001,7,64.2
Maine,2001,8,67.1
Maine,2001,9,57.7
Maine,2001,10,47.1
Maine,2001,11,37.4
Maine,2001,12,28.7
Maine,2002,1,21
Maine,2002,2,20.4
Maine,2002,3,26.9
Maine,2002,4,39.9
Maine,2002,5,48.9
Maine,2002,6,58.3
Maine,2002,7,65.6
Maine,2002,8,66.7
Maine,2002,9,59.3
Maine,2002,10,41.7
Maine,2002,11,30.7
Maine,2002,12,21.1
Maine,2003,1,9.2
Maine,2003,2,12.2
Maine,2003,3,24.2
Maine,2003,4,35.7
Maine,2003,5,49.6
Maine,2003,6,61.2
Maine,2003,7,65.9
Maine,2003,8,66
Maine,2003,9,58.4
Maine,2003,10,44.6
Maine,2003,11,35.4
Maine,2003,12,23.1
Maine,2004,1,6.4
Maine,2004,2,18.1
Maine,2004,3,28.7
Maine,2004,4,39.6
Maine,2004,5,51.9
Maine,2004,6,57.5
Maine,2004,7,64.6
Maine,2004,8,64.6
Maine,2004,9,56.2
Maine,2004,10,45.5
Maine,2004,11,33.2
Maine,2004,12,19.1
Maine,2005,1,11.5
Maine,2005,2,19.6
Maine,2005,3,25.1
Maine,2005,4,41.1
Maine,2005,5,47.3
Maine,2005,6,63.3
Maine,2005,7,66.6
Maine,2005,8,65.5
Maine,2005,9,58.5
Maine,2005,10,47.2
Maine,2005,11,35.3
Maine,2005,12,21.3
Maine,2006,1,22.6
Maine,2006,2,19
Maine,2006,3,29
Maine,2006,4,42.3
Maine,2006,5,53.2
Maine,2006,6,63.3
Maine,2006,7,68.9
Maine,2006,8,61.7
Maine,2006,9,56.1
Maine,2006,10,44.9
Maine,2006,11,38.9
Maine,2006,12,27.8
Maine,2007,1,17.3
Maine,2007,2,11.6
Maine,2007,3,25.8
Maine,2007,4,37
Maine,2007,5,51.2
Maine,2007,6,61.1
Maine,2007,7,64.6
Maine,2007,8,63.5
Maine,2007,9,57.2
Maine,2007,10,49.6
Maine,2007,11,31.7
Maine,2007,12,18.1
Maine,2008,1,18.6
Maine,2008,2,18.5
Maine,2008,3,23.1
Maine,2008,4,41.5
Maine,2008,5,50
Maine,2008,6,61.2
Maine,2008,7,67.7
Maine,2008,8,63.1
Maine,2008,9,56.2
Maine,2008,10,44.2
Maine,2008,11,35
Maine,2008,12,20.3
Maine,2009,1,7.9
Maine,2009,2,18.9
Maine,2009,3,26.2
Maine,2009,4,41.9
Maine,2009,5,51.1
Maine,2009,6,58.7
Maine,2009,7,63
Maine,2009,8,66.1
Maine,2009,9,54.9
Maine,2009,10,41.3
Maine,2009,11,38.5
Maine,2009,12,21.9
Maine,2010,1,20.3
Maine,2010,2,24.6
Maine,2010,3,34.6
Maine,2010,4,44.9
Maine,2010,5,54.6
Maine,2010,6,60.8
Maine,2010,7,69.2
Maine,2010,8,65.3
Maine,2010,9,58.3
Maine,2010,10,45.2
Maine,2010,11,34.5
Maine,2010,12,23.4
Maine,2011,1,15.9
Maine,2011,2,16.2
Maine,2011,3,26.8
Maine,2011,4,39
Maine,2011,5,51.9
Maine,2011,6,60.2
Maine,2011,7,67.6
Maine,2011,8,64.9
Maine,2011,9,59
Maine,2011,10,47.6
Maine,2011,11,38.8
Maine,2011,12,26
Maine,2012,1,18.2
Maine,2012,2,21.4
Maine,2012,3,34.3
Maine,2012,4,42.2
Maine,2012,5,53.8
Maine,2012,6,60.2
Maine,2012,7,67.6
Maine,2012,8,67.4
Maine,2012,9,55.9
Maine,2012,10,48.2
Maine,2012,11,32.7
Maine,2012,12,24.4
Maine,2013,1,15.9
Maine,2013,2,20.1
Maine,2013,3,30.3
Maine,2013,4,39.1
Maine,2013,5,52.3
Maine,2013,6,60.8
Maine,2013,7,68.3
Maine,2013,8,63.7
Maine,2013,9,56.7
Maine,2013,10,47.3
Maine,2013,11,32.3
Maine,2013,12,17
Maine,2014,1,14.2
Maine,2014,2,15.7
Maine,2014,3,18.1
Maine,2014,4,38.7
Maine,2014,5,51.7
Maine,2014,6,61.6
Maine,2014,7,67.2
Maine,2014,8,64.4
Maine,2014,9,56.4
Maine,2014,10,48.5
Maine,2014,11,31.8
Maine,2014,12,26
Maine,2015,1,11.7
Maine,2015,2,5.2
Maine,2015,3,21.6
Maine,2015,4,37.8
Maine,2015,5,55.7
Maine,2015,6,57.5
Maine,2015,7,64.8
Maine,2015,8,67.2
Maine,2015,9,61.8
Maine,2015,10,43.2
Maine,2015,11,37
Maine,2015,12,31.2
Maryland,2000,1,32.5
Maryland,2000,2,38.7
Maryland,2000,3,48.4
Maryland,2000,4,52.7
Maryland,2000,5,64.9
Maryland,2000,6,72.4
Maryland,2000,7,72
Maryland,2000,8,72.6
Maryland,2000,9,65.7
Maryland,2000,10,57.2
Maryland,2000,11,43.3
Maryland,2000,12,29.2
Maryland,2001,1,32.2
Maryland,2001,2,38.1
Maryland,2001,3,40.4
Maryland,2001,4,54.5
Maryland,2001,5,62.6
Maryland,2001,6,72.4
Maryland,2001,7,72.3
Maryland,2001,8,76
Maryland,2001,9,65.6
Maryland,2001,10,56.5
Maryland,2001,11,50.8
Maryland,2001,12,42.6
Maryland,2002,1,39
Maryland,2002,2,39.9
Maryland,2002,3,45.4
Maryland,2002,4,56.6
Maryland,2002,5,62.1
Maryland,2002,6,73
Maryland,2002,7,77.6
Maryland,2002,8,77.2
Maryland,2002,9,69.4
Maryland,2002,10,56.3
Maryland,2002,11,44.7
Maryland,2002,12,34.3
Maryland,2003,1,28.6
Maryland,2003,2,31
Maryland,2003,3,44.4
Maryland,2003,4,52.6
Maryland,2003,5,59.8
Maryland,2003,6,69.5
Maryland,2003,7,75.5
Maryland,2003,8,76.1
Maryland,2003,9,67.8
Maryland,2003,10,54.7
Maryland,2003,11,50.7
Maryland,2003,12,36.5
Maryland,2004,1,28.1
Maryland,2004,2,34.5
Maryland,2004,3,45.6
Maryland,2004,4,54.3
Maryland,2004,5,69.3
Maryland,2004,6,70.8
Maryland,2004,7,75.5
Maryland,2004,8,73.5
Maryland,2004,9,68.7
Maryland,2004,10,55.7
Maryland,2004,11,48.3
Maryland,2004,12,37.7
Maryland,2005,1,33.9
Maryland,2005,2,36.6
Maryland,2005,3,39.7
Maryland,2005,4,54.7
Maryland,2005,5,58.7
Maryland,2005,6,72.8
Maryland,2005,7,77.6
Maryland,2005,8,77
Maryland,2005,9,71.1
Maryland,2005,10,57.9
Maryland,2005,11,48.5
Maryland,2005,12,33.7
Maryland,2006,1,41.1
Maryland,2006,2,36.1
Maryland,2006,3,44.3
Maryland,2006,4,56.4
Maryland,2006,5,62.1
Maryland,2006,6,71.6
Maryland,2006,7,77.7
Maryland,2006,8,76.9
Maryland,2006,9,65.3
Maryland,2006,10,55
Maryland,2006,11,49.1
Maryland,2006,12,42.8
Maryland,2007,1,38.5
Maryland,2007,2,28.3
Maryland,2007,3,44.9
Maryland,2007,4,51.1
Maryland,2007,5,64.6
Maryland,2007,6,72.6
Maryland,2007,7,75.4
Maryland,2007,8,76.3
Maryland,2007,9,69.6
Maryland,2007,10,63.3
Maryland,2007,11,45.6
Maryland,2007,12,38.1
Maryland,2008,1,35.7
Maryland,2008,2,37.2
Maryland,2008,3,44.8
Maryland,2008,4,55.7
Maryland,2008,5,60.4
Maryland,2008,6,74.3
Maryland,2008,7,76.2
Maryland,2008,8,72.6
Maryland,2008,9,68.8
Maryland,2008,10,55.2
Maryland,2008,11,44.4
Maryland,2008,12,38.6
Maryland,2009,1,29.3
Maryland,2009,2,37.2
Maryland,2009,3,43.1
Maryland,2009,4,54.8
Maryland,2009,5,63.4
Maryland,2009,6,71
Maryland,2009,7,73.5
Maryland,2009,8,76.2
Maryland,2009,9,66.5
Maryland,2009,10,55.4
Maryland,2009,11,49.6
Maryland,2009,12,35.4
Maryland,2010,1,32.2
Maryland,2010,2,30.8
Maryland,2010,3,47.5
Maryland,2010,4,57.5
Maryland,2010,5,65.7
Maryland,2010,6,76.2
Maryland,2010,7,79.1
Maryland,2010,8,76.4
Maryland,2010,9,70.2
Maryland,2010,10,57.8
Maryland,2010,11,46.1
Maryland,2010,12,30.9
Maryland,2011,1,29.6
Maryland,2011,2,37.6
Maryland,2011,3,43.7
Maryland,2011,4,56.7
Maryland,2011,5,65.8
Maryland,2011,6,74
Maryland,2011,7,79.6
Maryland,2011,8,75.1
Maryland,2011,9,69
Maryland,2011,10,55.9
Maryland,2011,11,49.5
Maryland,2011,12,41.8
Maryland,2012,1,37.5
Maryland,2012,2,40.5
Maryland,2012,3,52.7
Maryland,2012,4,54.2
Maryland,2012,5,67.7
Maryland,2012,6,71.7
Maryland,2012,7,79.8
Maryland,2012,8,75.8
Maryland,2012,9,67.8
Maryland,2012,10,57.5
Maryland,2012,11,42.6
Maryland,2012,12,42.2
Maryland,2013,1,36.3
Maryland,2013,2,34.5
Maryland,2013,3,39.7
Maryland,2013,4,54.4
Maryland,2013,5,62.8
Maryland,2013,6,72.7
Maryland,2013,7,77.8
Maryland,2013,8,72.4
Maryland,2013,9,66
Maryland,2013,10,58.1
Maryland,2013,11,43.3
Maryland,2013,12,38.6
Maryland,2014,1,27.8
Maryland,2014,2,32.8
Maryland,2014,3,38.2
Maryland,2014,4,52.7
Maryland,2014,5,64.2
Maryland,2014,6,72.3
Maryland,2014,7,74.7
Maryland,2014,8,71.8
Maryland,2014,9,68.1
Maryland,2014,10,58.2
Maryland,2014,11,42.7
Maryland,2014,12,39.6
Maryland,2015,1,30.7
Maryland,2015,2,25.3
Maryland,2015,3,39.4
Maryland,2015,4,54.1
Maryland,2015,5,67.6
Maryland,2015,6,73.1
Maryland,2015,7,75.9
Maryland,2015,8,73.9
Maryland,2015,9,70.9
Maryland,2015,10,55.6
Maryland,2015,11,50.5
Maryland,2015,12,48.7
Massachusetts,2000,1,23.5
Massachusetts,2000,2,30.1
Massachusetts,2000,3,40.6
Massachusetts,2000,4,45.1
Massachusetts,2000,5,56.4
Massachusetts,2000,6,65.1
Massachusetts,2000,7,67
Massachusetts,2000,8,67
Massachusetts,2000,9,60.2
Massachusetts,2000,10,50.2
Massachusetts,2000,11,40
Massachusetts,2000,12,25
Massachusetts,2001,1,24.6
Massachusetts,2001,2,27.8
Massachusetts,2001,3,32.5
Massachusetts,2001,4,45.9
Massachusetts,2001,5,57.8
Massachusetts,2001,6,67.5
Massachusetts,2001,7,67.2
Massachusetts,2001,8,71.7
Massachusetts,2001,9,61.9
Massachusetts,2001,10,51.9
Massachusetts,2001,11,44.4
Massachusetts,2001,12,35.9
Massachusetts,2002,1,32.4
Massachusetts,2002,2,32.5
Massachusetts,2002,3,37.1
Massachusetts,2002,4,48.5
Massachusetts,2002,5,54.6
Massachusetts,2002,6,64
Massachusetts,2002,7,71.4
Massachusetts,2002,8,71.4
Massachusetts,2002,9,64.4
Massachusetts,2002,10,48.4
Massachusetts,2002,11,39
Massachusetts,2002,12,28.5
Massachusetts,2003,1,19
Massachusetts,2003,2,22.8
Massachusetts,2003,3,34.5
Massachusetts,2003,4,42.9
Massachusetts,2003,5,54.2
Massachusetts,2003,6,64
Massachusetts,2003,7,71
Massachusetts,2003,8,71.5
Massachusetts,2003,9,62.6
Massachusetts,2003,10,48.7
Massachusetts,2003,11,42.8
Massachusetts,2003,12,31.4
Massachusetts,2004,1,17.3
Massachusetts,2004,2,27.4
Massachusetts,2004,3,36.6
Massachusetts,2004,4,46.9
Massachusetts,2004,5,58.5
Massachusetts,2004,6,63.7
Massachusetts,2004,7,69
Massachusetts,2004,8,69
Massachusetts,2004,9,62.4
Massachusetts,2004,10,50.1
Massachusetts,2004,11,40.6
Massachusetts,2004,12,30
Massachusetts,2005,1,23
Massachusetts,2005,2,28.2
Massachusetts,2005,3,31.2
Massachusetts,2005,4,48
Massachusetts,2005,5,51.5
Massachusetts,2005,6,68.2
Massachusetts,2005,7,71.4
Massachusetts,2005,8,72.1
Massachusetts,2005,9,64.8
Massachusetts,2005,10,52.1
Massachusetts,2005,11,42.2
Massachusetts,2005,12,28.1
Massachusetts,2006,1,32.9
Massachusetts,2006,2,28.2
Massachusetts,2006,3,35.4
Massachusetts,2006,4,47.7
